Insurance Policy,,,,,,,Managed by : Rohit Kapoor,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Policy Number,Start Date,Last Paid Date,Tenure (Years),Date of Purchase,Customer ID,Sum Assured INR/Coverage Amount,Premium Amount,Payment Frequency,Loan Eligible,Loan Amount Allowed,Underwriting expenses,Sales Agent Code,Purchase Month,Purchase Quarter,Purchase Year,Policy Anniversary Date,Claim ID,Policy Type Code,Policy Code,Policy Status,State,RM ID,Zonal Manager ID
TRS-POL-827188,05-07-2018,20-Feb-24,15,05-Jul-18,CUST-738307,1341028.65,20984.1,Monthly,Yes,767726.62,6506.67,AGT-3894,July,Q3,2018,05-Jul-19,CLM-810463,TR-ENDD989,WLS-TRCD-9814,Active,Maharashtra,RMW8C6P3,ZMW3T7P8
TRS-POL-281743,29-11-2015,25-Dec-24,15,29-Nov-15,CUST-263772,288590.92,83870.33,Annually,No,165128.86,608.48,AGT-1909,November,Q4,2015,29-Nov-16,CLM-735858,TR-ENDD989,WLS-TRCD-9814,Active,Orissa,RME2D5Q4,ZMW3T7P8
TRS-POL-311723,01-08-2020,10-Apr-25,15,01-Aug-20,CUST-898016,786746.49,97065.09,Quarterly,No,252863.27,5074.68,AGT-1909,August,Q3,2020,01-Aug-21,CLM-392041,TR-ENDD989,WLS-TRCD-9814,Active,Orissa,RME2D5Q4,ZMW3T7P8
TRS-POL-823802,02-12-2022,02-Dec-25,15,02-Dec-22,CUST-671593,965892.31,79944.26,Annually,No,396180.71,2586.06,AGT-1909,December,Q4,2022,02-Dec-23,CLM-707147,TR-ENDD989,WLS-TRCD-9814,Active,Orissa,RME2D5Q4,ZMW3T7P8
TRS-POL-579389,22-12-2015,22-Dec-25,15,22-Dec-15,CUST-746867,1387077.06,78631.38,Monthly,Yes,752224.68,2045.03,AGT-1909,December,Q4,2015,22-Dec-16,CLM-502643,TR-ENDD989,WLS-TRCD-9814,Active,Orissa,RME2D5Q4,ZMW3T7P8
TRS-POL-457386,13-01-2017,13-Jan-25,15,13-Jan-17,CUST-459054,1624799.72,93129.95,Quarterly,No,840118.46,9942.33,AGT-1909,January,Q1,2017,13-Jan-18,CLM-166995,TR-ENDD989,WLS-TRCD-9814,Active,Orissa,RME2D5Q4,ZMW3T7P8
TRS-POL-960777,30-05-2021,30-May-25,15,30-May-21,CUST-309084,496917.45,71800.4,Quarterly,No,222223.04,9525.84,AGT-1909,May,Q2,2021,30-May-22,CLM-195508,TR-ENDD989,WLS-TRCD-9814,Active,Orissa,RME2D5Q4,ZMW3T7P8
TRS-POL-215936,17-07-2019,17-Jul-25,15,17-Jul-19,CUST-291283,263432.61,32235.09,Annually,Yes,108807.42,4166.58,AGT-1465,July,Q3,2019,17-Jul-20,CLM-905883,TR-ENDD989,WLS-TRCD-9814,Active,Gujarath,RMW8C6P3,ZMW3T7P8
TRS-POL-395116,15-07-2022,15-Jul-25,15,15-Jul-22,CUST-439855,633284.6,29961.34,Monthly,No,281524.61,5602.34,AGT-1498,July,Q3,2022,15-Jul-23,CLM-326733,TR-ENDD989,WLS-TRCD-9814,Active,Telangana,RMS4B9K2,ZMS5Q4R2
TRS-POL-436481,08-02-2024,08-Feb-24,15,23-Apr-25,CUST-575853,233839.81,82130.12,Monthly,Yes,73312.95,1981.32,AGT-1498,April,Q2,2025,23-Apr-26,CLM-715122,TR-ENDD989,WLS-TRCD-9814,Active,Telangana,RMS4B9K2,ZMS5Q4R2
TRS-POL-780193,02-06-2017,02-Jun-25,15,02-Jun-17,CUST-264030,1825787.4,23217.49,Monthly,No,594414.59,6266.42,AGT-1498,June,Q2,2017,02-Jun-18,CLM-968985,TR-ENDD989,WLS-TRCD-9814,Active,Telangana,RMS4B9K2,ZMS5Q4R2
TRS-POL-154280,14-01-2020,14-Jan-25,15,14-Jan-20,CUST-237214,1902918.69,50600.76,Annually,No,754325.91,9125.34,AGT-1498,January,Q1,2020,14-Jan-21,CLM-115061,TR-ENDD989,WLS-TRCD-9814,Active,Telangana,RMS4B9K2,ZMS5Q4R2
TRS-POL-708919,30-09-2015,30-Sep-25,15,30-Sep-15,CUST-486578,1622705.07,40633.81,Monthly,No,901354.7,3096.73,AGT-1498,September,Q3,2015,30-Sep-16,CLM-529684,TR-ENDD989,WLS-TRCD-9814,Active,Telangana,RMS4B9K2,ZMS5Q4R2
TRS-POL-503488,03-02-2020,03-Feb-25,15,03-Feb-20,CUST-320368,258497.27,11926.71,Annually,No,115117.37,6278.16,AGT-1800,February,Q1,2020,03-Feb-21,CLM-459025,TR-ENDD989,WLS-TRCD-9814,Active,Karnataka,RMS4B9K2,ZMS5Q4R2
TRS-POL-175609,11-01-2023,11-Jan-25,15,11-Jan-23,CUST-418382,1806885.81,16179.33,Monthly,Yes,595903.76,5823.7,AGT-1800,January,Q1,2023,11-Jan-24,CLM-819242,TR-ENDD989,WLS-TRCD-9814,Active,Karnataka,RMS4B9K2,ZMS5Q4R2
TRS-POL-698649,08-10-2019,08-Oct-25,15,08-Oct-19,CUST-284631,901006.98,56452.82,Monthly,No,510562.84,5745.27,AGT-1900,October,Q4,2019,08-Oct-20,CLM-418783,TR-ENDD989,WLS-TRCD-9814,Active,West Bengal,RME2D5Q4,ZMW3T7P8
TRS-POL-654661,17-02-2021,17-Feb-25,15,17-Feb-21,CUST-269510,340293.31,96392.66,Annually,No,158819.06,1098.34,AGT-1900,February,Q1,2021,17-Feb-22,CLM-361316,TR-ENDD989,WLS-TRCD-9814,Active,West Bengal,RME2D5Q4,ZMW3T7P8
TRS-POL-573977,04-03-2018,04-Mar-25,15,04-Mar-18,CUST-900510,1126095.39,87795,Quarterly,Yes,486097.59,5663.18,AGT-1900,March,Q1,2018,04-Mar-19,CLM-970147,TR-ENDD989,WLS-TRCD-9814,Active,West Bengal,RME2D5Q4,ZMW3T7P8
TRS-POL-701649,01-04-2023,01-Apr-25,15,01-Apr-23,CUST-797425,376139.98,16007.89,Annually,No,136010.78,6676.9,AGT-1900,April,Q2,2023,01-Apr-24,CLM-664526,TR-ENDD989,WLS-TRCD-9814,Active,West Bengal,RME2D5Q4,ZMW3T7P8
TRS-POL-847387,22-12-2024,22-Dec-25,15,22-Dec-24,CUST-670838,1132287.36,45245,Monthly,No,589622.51,7107.67,AGT-1900,December,Q4,2024,22-Dec-25,CLM-552228,TR-ENDD989,WLS-TRCD-9814,Active,West Bengal,RME2D5Q4,ZMW3T7P8
TRS-POL-636185,24-08-2022,24-Aug-25,15,24-Aug-22,CUST-977328,1439207.61,22199.96,Quarterly,Yes,532882.89,839.35,AGT-2109,August,Q3,2022,24-Aug-23,CLM-542395,TR-ENDD989,WLS-TRCD-9814,Active,Assam,RME2D5Q4,ZMW3T7P8
TRS-POL-100503,23-11-2024,23-Nov-25,15,23-Nov-24,CUST-764394,912391.77,42455.72,Quarterly,No,412856.92,4970.72,AGT-2109,November,Q4,2024,23-Nov-25,CLM-808517,TR-ENDD989,WLS-TRCD-9814,Active,Assam,RME2D5Q4,ZMW3T7P8
TRS-POL-625730,21-10-2022,21-Oct-25,15,21-Oct-22,CUST-832025,883547.35,64829.27,Quarterly,No,433929.17,2323.34,AGT-2109,October,Q4,2022,21-Oct-23,CLM-699218,TR-ENDD989,WLS-TRCD-9814,Active,Assam,RME2D5Q4,ZMW3T7P8
TRS-POL-640654,25-01-2021,25-Jan-25,15,25-Jan-21,CUST-383774,533797.54,88470.59,Monthly,Yes,173518.56,4599.16,AGT-4509,January,Q1,2021,25-Jan-22,CLM-715507,TR-ENDD989,WLS-TRCD-9814,Active,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-591644,20-02-2024,20-Feb-25,15,20-Feb-24,CUST-923688,512481.62,50465.84,Quarterly,Yes,238706.26,9977.57,AGT-4509,February,Q1,2024,20-Feb-25,CLM-559406,TR-ENDD989,WLS-TRCD-9814,Active,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-169902,17-03-2021,17-Mar-25,15,17-Mar-21,CUST-277650,1287888.51,15538.67,Monthly,Yes,601841.4,7639.21,AGT-4509,March,Q1,2021,17-Mar-22,CLM-230277,TR-ENDD989,WLS-TRCD-9814,Active,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-957840,19-12-2018,19-Dec-25,15,19-Dec-18,CUST-415375,616838.41,64102.05,Quarterly,Yes,207330.84,6349.47,AGT-4509,December,Q4,2018,19-Dec-19,CLM-227901,TR-ENDD989,WLS-TRCD-9814,Active,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-230144,04-09-2017,04-Sep-25,15,04-Sep-17,CUST-175401,1208821.43,30947.21,Monthly,No,521714.39,1534.27,AGT-4509,September,Q3,2017,04-Sep-18,CLM-761225,TR-ENDD989,WLS-TRCD-9814,Active,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-821252,01-02-2016,01-Feb-25,15,01-Feb-16,CUST-992004,1954955.73,12905.43,Annually,No,942630.99,1365.14,AGT-4509,February,Q1,2016,01-Feb-17,CLM-966044,TR-ENDD989,WLS-TRCD-9814,Active,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-906448,04-05-2017,04-May-25,15,04-May-17,CUST-719533,1917992.44,71330.43,Quarterly,Yes,680681.7,7743.58,AGT-4509,May,Q2,2017,04-May-18,CLM-768872,TR-ENDD989,WLS-TRCD-9814,Active,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-146726,05-08-2017,05-Aug-25,15,05-Aug-17,CUST-205467,1968894.94,48167.05,Annually,Yes,899989.23,7353.31,AGT-4509,August,Q3,2017,05-Aug-18,CLM-919722,TR-ENDD989,WLS-TRCD-9814,Active,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-556908,13-08-2016,13-Aug-25,15,13-Aug-16,CUST-348000,788023.65,93164.9,Monthly,Yes,246177.91,9235.85,AGT-4509,August,Q3,2016,13-Aug-17,CLM-846057,TR-ENDD989,WLS-TRCD-9814,Active,Andhra Pradesh,RMS4B9K2,ZMS5Q4R2
TRS-POL-357931,26-02-2023,26-Feb-25,15,26-Feb-23,CUST-254608,1445041.97,5634.6,Annually,Yes,453002.98,2724.24,AGT-4980,February,Q1,2023,26-Feb-24,CLM-693338,TR-ENDD989,WLS-TRCD-9814,Active,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-379033,27-04-2023,27-Apr-25,15,27-Apr-23,CUST-254909,1975066.2,35262.29,Annually,Yes,778958.13,7735.17,AGT-4980,April,Q2,2023,27-Apr-24,CLM-608591,TR-ENDD989,WLS-TRCD-9814,Active,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-437711,24-11-2024,24-Nov-25,15,24-Nov-24,CUST-265271,638695.91,20661.01,Quarterly,No,382574.61,8219.72,AGT-4980,November,Q4,2024,24-Nov-25,CLM-113147,TR-ENDD989,WLS-TRCD-9814,Active,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-826783,04-08-2019,04-Aug-25,15,04-Aug-19,CUST-387384,1223909.8,21314.24,Annually,No,369307.08,5968.95,AGT-4980,August,Q3,2019,04-Aug-20,CLM-841812,TR-ENDD989,WLS-TRCD-9814,Active,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-213055,28-10-2022,28-Oct-25,15,28-Oct-22,CUST-981740,945470.81,46522.43,Annually,No,555064.96,8726.95,AGT-4980,October,Q4,2022,28-Oct-23,CLM-873076,TR-ENDD989,WLS-TRCD-9814,Active,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-797178,01-07-2023,01-Jul-25,15,01-Jul-23,CUST-380741,1782946.04,34704.96,Annually,Yes,894872.18,2708.04,AGT-4980,July,Q3,2023,01-Jul-24,CLM-344188,TR-ENDD989,WLS-TRCD-9814,Active,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-596722,12-08-2024,12-Aug-25,15,12-Aug-24,CUST-229747,1905802.95,19659.57,Annually,Yes,764694.92,6822.82,AGT-4980,August,Q3,2024,12-Aug-25,CLM-156141,TR-ENDD989,WLS-TRCD-9814,Active,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-976268,24-12-2016,24-Dec-25,15,24-Dec-16,CUST-385841,1836094.55,82006.11,Annually,Yes,831571.96,6148.4,AGT-4980,December,Q4,2016,24-Dec-17,CLM-575188,TR-ENDD989,WLS-TRCD-9814,Active,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-764060,12-03-2016,12-Mar-25,15,12-Mar-16,CUST-151940,1345422.1,12728.49,Quarterly,No,411152.66,6016.92,AGT-4980,March,Q1,2016,12-Mar-17,CLM-743637,TR-ENDD989,WLS-TRCD-9814,Active,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-521749,30-07-2022,30-Jul-25,15,30-Jul-22,CUST-171874,191999.28,92459.9,Annually,No,108616.7,1656.7,AGT-4980,July,Q3,2022,30-Jul-23,CLM-129750,TR-ENDD989,WLS-TRCD-9814,Active,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-827681,25-03-2018,25-Mar-25,15,25-Mar-18,CUST-425537,705529.66,79310.61,Quarterly,Yes,295992.59,9046.24,AGT-4980,March,Q1,2018,25-Mar-19,CLM-342561,TR-ENDD989,WLS-TRCD-9814,Active,Kerala,RMS4B9K2,ZMS5Q4R2
TRS-POL-466902,08-09-2017,08-Sep-25,15,08-Sep-17,CUST-760830,1796689.91,74588.52,Quarterly,No,574302.83,5649.4,AGT-5980,September,Q3,2017,08-Sep-18,CLM-301327,TR-ENDD989,WLS-TRCD-9814,Active,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-490238,23-02-2019,23-Feb-25,15,23-Feb-19,CUST-359177,1533369.44,88357.12,Monthly,No,594991.96,3930.15,AGT-5980,February,Q1,2019,23-Feb-20,CLM-944914,TR-ENDD989,WLS-TRCD-9814,Active,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-734937,29-04-2016,29-Apr-25,15,29-Apr-16,CUST-140763,1012387.77,93898.93,Monthly,Yes,537548.29,9322.12,AGT-5980,April,Q2,2016,29-Apr-17,CLM-738413,TR-ENDD989,WLS-TRCD-9814,Active,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-382682,06-01-2019,06-Jan-25,15,06-Jan-19,CUST-277869,551719.3,54421.71,Monthly,No,245722.67,9977.06,AGT-5980,January,Q1,2019,06-Jan-20,CLM-786370,TR-ENDD989,WLS-TRCD-9814,Active,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-672312,01-03-2023,01-Mar-25,15,01-Mar-23,CUST-362433,1694085.45,84079.74,Monthly,Yes,790239.92,1316.09,AGT-5980,March,Q1,2023,01-Mar-24,CLM-108930,TR-ENDD989,WLS-TRCD-9814,Active,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-498820,08-03-2024,08-Mar-24,15,21-Feb-25,CUST-950222,230265.66,95863.79,Quarterly,Yes,71377.31,9570.58,AGT-5980,February,Q1,2025,21-Feb-26,CLM-907106,TR-ENDD989,WLS-TRCD-9814,Active,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-844894,28-03-2023,28-Mar-25,15,28-Mar-23,CUST-124164,1519378.41,97779.5,Quarterly,Yes,871012.37,1471.92,AGT-5980,March,Q1,2023,28-Mar-24,CLM-819148,TR-ENDD989,WLS-TRCD-9814,Active,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-154622,31-10-2022,31-Oct-25,15,31-Oct-22,CUST-714252,1732453.95,16992.17,Quarterly,Yes,909812.23,8130.27,AGT-5980,October,Q4,2022,31-Oct-23,CLM-520159,TR-ENDD989,WLS-TRCD-9814,Active,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-925674,27-06-2016,27-Jun-25,15,27-Jun-16,CUST-287151,325199.42,37032.36,Quarterly,No,136657.69,7155.84,AGT-5980,June,Q2,2016,27-Jun-17,CLM-168992,TR-ENDD989,WLS-TRCD-9814,Active,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-764491,13-10-2016,13-Oct-25,15,13-Oct-16,CUST-510803,1679488.83,99034.46,Quarterly,No,629620.53,4384.15,AGT-5980,October,Q4,2016,13-Oct-17,CLM-655903,TR-ENDD989,WLS-TRCD-9814,Active,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-747025,15-12-2018,15-Dec-25,15,15-Dec-18,CUST-461829,968935.31,70919.23,Quarterly,No,571342.45,2466.89,AGT-5980,December,Q4,2018,15-Dec-19,CLM-314268,TR-ENDD989,WLS-TRCD-9814,Active,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-678895,18-04-2023,18-Apr-25,15,18-Apr-23,CUST-941228,297729.72,65307.92,Monthly,No,112771.89,8585.4,AGT-5980,April,Q2,2023,18-Apr-24,CLM-458297,TR-ENDD989,WLS-TRCD-9814,Active,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-955227,04-08-2015,04-Aug-25,15,04-Aug-15,CUST-504444,939433.21,37945.04,Annually,Yes,562605.35,4238.8,AGT-5980,August,Q3,2015,04-Aug-16,CLM-769269,TR-ENDD989,WLS-TRCD-9814,Active,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-584126,31-07-2022,31-Jul-25,15,31-Jul-22,CUST-465781,831863.26,78940,Annually,No,379114.04,1290.93,AGT-5980,July,Q3,2022,31-Jul-23,CLM-527211,TR-ENDD989,WLS-TRCD-9814,Active,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-958196,16-10-2017,16-Oct-25,15,16-Oct-17,CUST-152955,1589551.72,95202.16,Quarterly,Yes,498928.63,2372.95,AGT-5980,October,Q4,2017,16-Oct-18,CLM-875150,TR-ENDD989,WLS-TRCD-9814,Active,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-733977,08-03-2024,08-Mar-24,15,23-Jul-25,CUST-555987,994238.11,79573.28,Quarterly,No,318873.21,5975.19,AGT-5980,July,Q3,2025,23-Jul-26,CLM-661476,TR-ENDD989,WLS-TRCD-9814,Active,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-102339,08-06-2017,08-Jun-25,15,08-Jun-17,CUST-206370,176886.28,55598.91,Quarterly,No,70192.17,2327.23,AGT-5980,June,Q2,2017,08-Jun-18,CLM-164518,TR-ENDD989,WLS-TRCD-9814,Active,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-929299,12-03-2019,12-Mar-25,15,12-Mar-19,CUST-694963,1371812.13,52575.96,Monthly,No,412336.02,8096.17,AGT-5980,March,Q1,2019,12-Mar-20,CLM-800223,TR-ENDD989,WLS-TRCD-9814,Active,Tamilnadu,RMS4B9K2,ZMS5Q4R2
TRS-POL-547685,08-03-2024,08-Mar-24,15,14-Feb-25,CUST-739278,557980.93,34367.84,Monthly,Yes,308623.81,5074,AGT-3465,February,Q1,2025,14-Feb-26,CLM-508861,TR-ENDD989,WLS-TRCD-9814,Active,Rajasthan,RMW8C6P3,ZMW3T7P8
TRS-POL-291581,13-06-2016,13-Jun-25,15,13-Jun-16,CUST-994464,581381.47,35849.18,Monthly,No,305915.08,2166.43,AGT-3465,June,Q2,2016,13-Jun-17,CLM-849163,TR-ENDD989,WLS-TRCD-9814,Active,Rajasthan,RMW8C6P3,ZMW3T7P8
TRS-POL-990466,25-06-2023,25-Jun-25,15,25-Jun-23,CUST-980147,1368326.34,75973.44,Quarterly,No,739104.55,7002.29,AGT-3465,June,Q2,2023,25-Jun-24,CLM-554550,TR-ENDD989,WLS-TRCD-9814,Active,Rajasthan,RMW8C6P3,ZMW3T7P8
TRS-POL-977762,26-01-2024,26-Jan-25,15,26-Jan-24,CUST-839845,1047366.99,80417.75,Annually,Yes,532830.33,8250.55,AGT-3465,January,Q1,2024,26-Jan-25,CLM-683602,TR-ENDD989,WLS-TRCD-9814,Active,Rajasthan,RMW8C6P3,ZMW3T7P8
TRS-POL-273650,03-07-2024,03-Jul-25,15,03-Jul-24,CUST-597885,1283049.42,51331.99,Annually,No,462765.11,870.94,AGT-3465,July,Q3,2024,03-Jul-25,CLM-580262,TR-ENDD989,WLS-TRCD-9814,Active,Rajasthan,RMW8C6P3,ZMW3T7P8
TRS-POL-240309,10-04-2023,10-Apr-25,15,10-Apr-23,CUST-407906,639273.37,83669.51,Quarterly,Yes,351659.57,9513.6,AGT-3465,April,Q2,2023,10-Apr-24,CLM-791663,TR-ENDD989,WLS-TRCD-9814,Active,Rajasthan,RMW8C6P3,ZMW3T7P8
TRS-POL-619695,06-11-2020,06-Nov-25,15,06-Nov-20,CUST-776649,1796328.61,24180.46,Annually,Yes,999564.47,2899.32,AGT-3465,November,Q4,2020,06-Nov-21,CLM-452865,TR-ENDD989,WLS-TRCD-9814,Active,Rajasthan,RMW8C6P3,ZMW3T7P8
TRS-POL-406213,08-03-2024,08-Mar-24,15,20-Feb-25,CUST-457918,1119927.53,19109.9,Quarterly,Yes,602323.61,867.75,AGT-3465,February,Q1,2025,20-Feb-26,CLM-963425,TR-ENDD989,WLS-TRCD-9814,Active,Rajasthan,RMW8C6P3,ZMW3T7P8
TRS-POL-506168,21-07-2017,21-Jul-25,15,21-Jul-17,CUST-447322,1511854.36,7739.42,Monthly,Yes,667910.42,1100.15,AGT-3465,July,Q3,2017,21-Jul-18,CLM-237762,TR-ENDD989,WLS-TRCD-9814,Active,Rajasthan,RMW8C6P3,ZMW3T7P8
TRS-POL-502429,12-09-2017,12-Sep-25,15,12-Sep-17,CUST-474539,1126861.34,76557.01,Quarterly,No,590282.82,9583.14,AGT-3465,September,Q3,2017,12-Sep-18,CLM-550220,TR-ENDD989,WLS-TRCD-9814,Active,Rajasthan,RMW8C6P3,ZMW3T7P8
TRS-POL-991436,20-06-2022,20-Jun-25,15,20-Jun-22,CUST-838683,1087965.52,80542.33,Monthly,Yes,368182.5,584.44,AGT-3465,June,Q2,2022,20-Jun-23,CLM-648228,TR-ENDD989,WLS-TRCD-9814,Active,Rajasthan,RMW8C6P3,ZMW3T7P8
TRS-POL-426644,25-12-2019,25-Dec-25,15,25-Dec-19,CUST-280982,444043.04,65113.63,Quarterly,No,140268.38,6755.54,AGT-3465,December,Q4,2019,25-Dec-20,CLM-419328,TR-ENDD989,WLS-TRCD-9814,Active,Rajasthan,RMW8C6P3,ZMW3T7P8
TRS-POL-686871,04-07-2024,04-Jul-25,15,04-Jul-24,CUST-243508,746607.99,50503.67,Monthly,Yes,407424.45,7377.92,AGT-3488,July,Q3,2024,04-Jul-25,CLM-986779,TR-ENDD989,WLS-TRCD-9814,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-549042,25-06-2024,25-Jun-25,15,25-Jun-24,CUST-211725,663847.49,7244.64,Monthly,Yes,396837.69,9175.33,AGT-3488,June,Q2,2024,25-Jun-25,CLM-422245,TR-ENDD989,WLS-TRCD-9814,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-744875,12-03-2022,12-Mar-25,15,12-Mar-22,CUST-943630,978086.62,11777.47,Quarterly,Yes,432245.17,5547.76,AGT-3488,March,Q1,2022,12-Mar-23,CLM-303404,TR-ENDD989,WLS-TRCD-9814,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-721479,12-02-2021,12-Feb-25,15,12-Feb-21,CUST-604303,710937.4,90073.27,Monthly,No,250275.91,1527.54,AGT-3488,February,Q1,2021,12-Feb-22,CLM-449854,TR-ENDD989,WLS-TRCD-9814,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-337046,16-01-2019,16-Jan-25,15,16-Jan-19,CUST-168587,1613666.9,89424.53,Annually,No,797906.72,7048.86,AGT-3488,January,Q1,2019,16-Jan-20,CLM-507083,TR-ENDD989,WLS-TRCD-9814,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-615852,28-12-2023,28-Dec-25,15,28-Dec-23,CUST-541448,955609.94,96517.18,Monthly,No,316061.28,4750.28,AGT-3488,December,Q4,2023,28-Dec-24,CLM-175700,TR-ENDD989,WLS-TRCD-9814,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-466885,30-06-2024,30-Jun-25,15,30-Jun-24,CUST-719881,740757.78,11155.23,Monthly,Yes,368298.19,5714.35,AGT-3488,June,Q2,2024,30-Jun-25,CLM-386838,TR-ENDD989,WLS-TRCD-9814,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-742882,04-12-2024,04-Dec-25,15,04-Dec-24,CUST-398399,1374294.45,83521.53,Monthly,No,778274.42,9688.29,AGT-3488,December,Q4,2024,04-Dec-25,CLM-525023,TR-ENDD989,WLS-TRCD-9814,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-173489,29-06-2023,29-Jun-25,15,29-Jun-23,CUST-192540,643701.77,6415.43,Quarterly,No,266323.42,1802.94,AGT-3488,June,Q2,2023,29-Jun-24,CLM-746987,TR-ENDD989,WLS-TRCD-9814,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-861369,17-09-2021,17-Sep-25,15,17-Sep-21,CUST-924143,1516014.85,48587.19,Quarterly,No,688288.79,1512.69,AGT-3488,September,Q3,2021,17-Sep-22,CLM-703319,TR-ENDD989,WLS-TRCD-9814,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-250708,11-11-2018,11-Nov-25,15,11-Nov-18,CUST-911762,470039.08,21989.13,Monthly,Yes,279751.51,2535.23,AGT-3488,November,Q4,2018,11-Nov-19,CLM-568777,TR-ENDD989,WLS-TRCD-9814,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-278633,23-03-2019,23-Mar-25,15,23-Mar-19,CUST-525170,1888937.36,79959.15,Quarterly,Yes,1094601.75,3121.27,AGT-3488,March,Q1,2019,23-Mar-20,CLM-406880,TR-ENDD989,WLS-TRCD-9814,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-697968,05-12-2021,05-Dec-25,15,05-Dec-21,CUST-663634,265351.25,85436.67,Monthly,Yes,86970.38,640.59,AGT-3488,December,Q4,2021,05-Dec-22,CLM-781124,TR-ENDD989,WLS-TRCD-9814,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-226818,05-08-2015,05-Aug-25,15,05-Aug-15,CUST-781970,1359349.02,92849.42,Quarterly,No,809909.52,4604.37,AGT-3488,August,Q3,2015,05-Aug-16,CLM-583732,TR-ENDD989,WLS-TRCD-9814,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-815609,17-03-2019,17-Mar-25,15,17-Mar-19,CUST-451623,1057547.29,59097,Monthly,No,442531.48,7298.47,AGT-3488,March,Q1,2019,17-Mar-20,CLM-786816,TR-ENDD989,WLS-TRCD-9814,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-637366,12-01-2017,12-Jan-25,15,12-Jan-17,CUST-405061,179266.4,25354.66,Annually,Yes,90133.53,3096.13,AGT-3488,January,Q1,2017,12-Jan-18,CLM-594547,TR-ENDD989,WLS-TRCD-9814,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-717445,18-06-2024,18-Jun-25,15,18-Jun-24,CUST-769475,1958057.59,8697.46,Annually,No,595839.16,3540.47,AGT-3488,June,Q2,2024,18-Jun-25,CLM-743056,TR-ENDD989,WLS-TRCD-9814,Active,Sikkim,RME2D5Q4,ZMW3T7P8
